hotel_name,hotel_location,hotel_rating,hotel_star_rating,hotel_review_count,date,room_type,price,currency,amenities,availability,cancellation_policy,meal_plan
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-14,Junior Suite,17000.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-14,One-Bedroom Villa,20000.0,INR,Balcony;Parking;Breakfast;WiFi;Pool Access;Air Conditioning,Available,,Breakfast Included
Laxmi Palace Heritage Boutique Hotel,"Sindhi Camp, Jaipur",8.5,4,2010,2025-12-13,Family Room,7316.0,INR,Wi-Fi [free];Parking;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-12,king form just before the payment page,56942.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-12,king Express check-in Free WiFi See details Original Price,56942.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-12,king Bike rental Express check-in Free WiFi See details Original Price,56942.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-12,King Bed Room 43 m²,62839.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-12,Suite 60 m²,73095.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-12,Twin 46 m²,65394.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-12,king bed Recommended Preferred by Couples 8,64131.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-12,Twin 104 m²,68500.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-12,king bed Bathtub Hair dryer Shower Air conditioning Mini bar Coffee,73814.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-12,Twin 105 m²,68500.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-12,Suite 214 m²,400000.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-12,king Express check-in Free WiFi See details,400000.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-12,king bed Sold out at,71437.0,INR,,Available,,
The Divine Hotel,"Shyam Nagar, Jaipur",7.5,2,377,2025-12-13,Suite 50 m²,1411.0,INR,,Available,,
Shalom Backpackers Jaipur,"Amer, Jaipur",8.8,2,451,2025-12-13,king Free WiFi See details Original Price,2000.0,INR,,Available,,
Shalom Backpackers Jaipur,"Amer, Jaipur",8.8,2,451,2025-12-13,king Free WiFi See details,1182.0,INR,,Available,,
Lohagarh Fort Resort,"Kukas, Jaipur",8.7,5,637,2025-12-13,No Rooms Found,,INR,,Not Available,,
Hotel Meenakshi Palace,"Bani Park, Jaipur",7.0,3,23,2025-12-14,Triple Room,1029.0,INR,Breakfast;WiFi;Balcony;City View;Air Conditioning,Available,Free Cancellation,Breakfast Included
Vinayak Guest House,,,,,2025-12-15,No Rooms Found,,INR,,Not Available,,
"Keys Lite by Lemon Tree Hotels, Jaipur","Sindhi Camp, Jaipur",8.6,3,24,2025-12-14,Superior Twin,4170.0,INR,Breakfast;Air Conditioning;WiFi,Available,,Breakfast Included
"Keys Lite by Lemon Tree Hotels, Jaipur","Sindhi Camp, Jaipur",8.6,3,24,2025-12-14,Superior Double,4170.0,INR,Minibar;Breakfast;Air Conditioning;WiFi,Available,,Breakfast Included
"The Fern Habitat, Jaipur","The Fern Habitat, Jaipur",7.7,4,547,2025-12-13,Superior Room,,INR,Breakfast;Air Conditioning;Parking,Not Available,Free Cancellation,Breakfast Included
"The Fern Habitat, Jaipur","The Fern Habitat, Jaipur",7.7,4,547,2025-12-13,Premium Room,5286.0,INR,,Available,,
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-14,Double Room,2960.0,INR,Parking;Free Wi-Fi;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-14,Deluxe Premier Room,3706.0,INR,Wi-Fi [free];Parking;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-14,Luxury Suite,5019.0,INR,Parking;Breakfast;WiFi;City View;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-14,Junior Suite,5467.0,INR,Parking;Breakfast;WiFi;Minibar;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-14,Deluxe Suite,7154.0,INR,Parking;Breakfast;WiFi;Minibar;Air Conditioning,Available,,Breakfast Included
Leisure Inn Grand Chanakya,"Ashok Nagar, Jaipur",7.6,5,1420,2025-12-13,Standard Room,,INR,,Not Available,,
Zostel Jaipur,"Amer, Jaipur",8.5,3,794,2025-12-14,No Rooms Found,,INR,,Not Available,,
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-15,Premium,5902.0,INR,Parking;Breakfast;WiFi;Spa Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-15,Luxury Cottage,7303.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-15,Deluxe Double Room with Balcony,9000.0,INR,Parking;Breakfast;WiFi;Balcony;Spa Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-15,Silver Suite,10857.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-15,Cottage,11500.0,INR,Balcony;Parking;Breakfast;WiFi;Pool Access;Spa Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-15,Villa With Private Pool,12773.0,INR,Garden View;Parking;Breakfast;WiFi;Pool Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-15,Gold Suite,12773.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-15,Junior Suite,17000.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-15,One-Bedroom Villa,20000.0,INR,Balcony;Parking;Breakfast;WiFi;Pool Access;Air Conditioning,Available,,Breakfast Included
Umaid Mahal - A Heritage Style Boutique Hotel,"Bani Park, Jaipur",8.5,4,2666,2025-12-13,No Rooms Found,,INR,,Not Available,,
The Divine Hotel,"Shyam Nagar, Jaipur",7.5,2,377,2025-12-14,Suite 50 m²,1670.0,INR,,Available,,
Hotel Magenta,"Bani Park, Jaipur",7.1,4,613,2025-12-11,No Rooms Found,,INR,,Not Available,,
Laxmi Palace Heritage Boutique Hotel,"Sindhi Camp, Jaipur",8.5,4,2010,2025-12-14,No Rooms Found,,INR,,Not Available,,
Hotel Meenakshi Palace,"Bani Park, Jaipur",7.0,3,23,2025-12-15,Triple Room,1207.0,INR,Breakfast;City View;Air Conditioning;WiFi,Available,Free Cancellation,Breakfast Included
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-13,king form just before the payment page,56942.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-13,king Express check-in Free WiFi See details Original Price,56942.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-13,king Bike rental Express check-in Free WiFi See details Original Price,56942.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-13,King Bed Room 43 m²,62839.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-13,Suite 60 m²,73095.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-13,king bed Bathtub Hair dryer Shower Air conditioning Mini bar Coffee,73814.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-13,Twin 105 m²,68500.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-13,king bed Recommended Your kid can stay for FREE,113093.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-13,Suite 214 m²,400000.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-13,king Express check-in Free WiFi See details,400000.0,INR,,Available,,
"Keys Lite by Lemon Tree Hotels, Jaipur","Sindhi Camp, Jaipur",8.6,3,24,2025-12-15,Superior Twin,4464.0,INR,Breakfast;Air Conditioning;WiFi,Available,,Breakfast Included
"Keys Lite by Lemon Tree Hotels, Jaipur","Sindhi Camp, Jaipur",8.6,3,24,2025-12-15,Superior Double,4464.0,INR,Minibar;Breakfast;Air Conditioning;WiFi,Available,,Breakfast Included
Vinayak Guest House,,,,,2025-12-16,No Rooms Found,,INR,,Not Available,,
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-16,Premium,5521.0,INR,Parking;Breakfast;WiFi;Spa Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-16,Luxury Cottage,7218.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-16,Deluxe Double Room with Balcony,9000.0,INR,Parking;Breakfast;WiFi;Balcony;Spa Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-16,Silver Suite,10732.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-16,Cottage,11500.0,INR,Balcony;Parking;Breakfast;WiFi;Pool Access;Spa Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-16,Villa With Private Pool,12626.0,INR,Garden View;Parking;Breakfast;WiFi;Pool Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-16,Gold Suite,12626.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-16,Junior Suite,17000.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-16,One-Bedroom Villa,20000.0,INR,Balcony;Parking;Breakfast;WiFi;Pool Access;Air Conditioning,Available,,Breakfast Included
"The Fern Habitat, Jaipur","The Fern Habitat, Jaipur",7.7,4,547,2025-12-14,Premium Room,,INR,Breakfast;City View;Air Conditioning;Parking,Not Available,Free Cancellation,Breakfast Included
"The Fern Habitat, Jaipur","The Fern Habitat, Jaipur",7.7,4,547,2025-12-14,Superior Room,,INR,Breakfast;Air Conditioning;Parking,Not Available,Free Cancellation,
Shalom Backpackers Jaipur,"Amer, Jaipur",8.8,2,451,2025-12-14,king Free WiFi See details Original Price,2000.0,INR,,Available,,
Shalom Backpackers Jaipur,"Amer, Jaipur",8.8,2,451,2025-12-14,king Free WiFi See details,1012.0,INR,,Available,,
Shalom Backpackers Jaipur,"Amer, Jaipur",8.8,2,451,2025-12-14,Deluxe - 1 Queen Bed 150 m²,2164.0,INR,,Available,,
Shalom Backpackers Jaipur,"Amer, Jaipur",8.8,2,451,2025-12-14,Deluxe Quadruple Room 200 m²,3856.0,INR,,Available,,
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-15,Double Room,3144.0,INR,Parking;Free Wi-Fi;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-15,Deluxe Premier Room,3781.0,INR,Wi-Fi [free];Parking;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-15,Luxury Suite,5119.0,INR,Parking;Breakfast;WiFi;City View;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-15,Junior Suite,5467.0,INR,Parking;Breakfast;WiFi;Minibar;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-15,Deluxe Suite,7154.0,INR,Parking;Breakfast;WiFi;Minibar;Air Conditioning,Available,,Breakfast Included
Lohagarh Fort Resort,"Kukas, Jaipur",8.7,5,637,2025-12-14,No Rooms Found,,INR,,Not Available,,
The Divine Hotel,"Shyam Nagar, Jaipur",7.5,2,377,2025-12-15,Suite 50 m²,1411.0,INR,,Available,,
Leisure Inn Grand Chanakya,"Ashok Nagar, Jaipur",7.6,5,1420,2025-12-14,Standard Room,,INR,,Not Available,,
Umaid Mahal - A Heritage Style Boutique Hotel,"Bani Park, Jaipur",8.5,4,2666,2025-12-14,No Rooms Found,,INR,,Not Available,,
Hotel Meenakshi Palace,"Bani Park, Jaipur",7.0,3,23,2025-12-16,Triple Room,1029.0,INR,Breakfast;WiFi;Balcony;City View;Air Conditioning,Available,Free Cancellation,Breakfast Included
Zostel Jaipur,"Amer, Jaipur",8.5,3,794,2025-12-15,No Rooms Found,,INR,,Not Available,,
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-17,Premium,5857.0,INR,Parking;Breakfast;WiFi;Spa Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-17,Luxury Cottage,7245.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-17,Deluxe Double Room with Balcony,9000.0,INR,Parking;Breakfast;WiFi;Balcony;Spa Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-17,Silver Suite,10772.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-17,Cottage,11500.0,INR,Balcony;Parking;Breakfast;WiFi;Pool Access;Spa Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-17,Villa With Private Pool,12673.0,INR,Garden View;Parking;Breakfast;WiFi;Pool Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-17,Gold Suite,12673.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-17,Junior Suite,17000.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-17,One-Bedroom Villa,20000.0,INR,Balcony;Parking;Breakfast;WiFi;Pool Access;Air Conditioning,Available,,Breakfast Included
Laxmi Palace Heritage Boutique Hotel,"Sindhi Camp, Jaipur",8.5,4,2010,2025-12-15,Family Room,7316.0,INR,Wi-Fi [free];Parking;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Laxmi Palace Heritage Boutique Hotel,"Sindhi Camp, Jaipur",8.5,4,2010,2025-12-15,Family Suite,8775.0,INR,Super Saver;Parking;Breakfast;WiFi;Pool Access;City View;Air Conditioning,Available,,Breakfast Included
"Keys Lite by Lemon Tree Hotels, Jaipur","Sindhi Camp, Jaipur",8.6,3,24,2025-12-16,Superior Twin,4002.0,INR,Breakfast;Air Conditioning;WiFi,Available,,Breakfast Included
"Keys Lite by Lemon Tree Hotels, Jaipur","Sindhi Camp, Jaipur",8.6,3,24,2025-12-16,Superior Double,4002.0,INR,Minibar;Breakfast;Air Conditioning;WiFi,Available,,Breakfast Included
Shalom Backpackers Jaipur,"Amer, Jaipur",8.8,2,451,2025-12-15,king Free WiFi See details Original Price,2000.0,INR,,Available,,
Shalom Backpackers Jaipur,"Amer, Jaipur",8.8,2,451,2025-12-15,Superior - 1 Double Bed 180 m²,2254.0,INR,,Available,,
Shalom Backpackers Jaipur,"Amer, Jaipur",8.8,2,451,2025-12-15,Deluxe Quadruple Room 200 m²,3856.0,INR,,Available,,
Vinayak Guest House,,,,,2025-12-17,No Rooms Found,,INR,,Not Available,,
Lohagarh Fort Resort,"Kukas, Jaipur",8.7,5,637,2025-12-15,Deluxe Room,10865.0,INR,Flash Deal -Limited Time Offer. Price includes 31% discount!;Garden View;Parking;Breakfast;WiFi;Air Conditioning,Available,,Breakfast Included
Lohagarh Fort Resort,"Kukas, Jaipur",8.7,5,637,2025-12-15,Luxury Tent with Jacuzzi.,11972.0,INR,Flash Deal -Limited Time Offer. Price includes 31% discount!;Garden View;Parking;Breakfast;WiFi;Air Conditioning,Available,,Breakfast Included
Lohagarh Fort Resort,"Kukas, Jaipur",8.7,5,637,2025-12-15,Cottage with Jacuzzi,15629.0,INR,Flash Deal -Limited Time Offer. Price includes 31% discount!;Garden View;Parking;Breakfast;WiFi;Air Conditioning,Available,,Breakfast Included
Lohagarh Fort Resort,"Kukas, Jaipur",8.7,5,637,2025-12-15,Cottage with Private Pool,17692.0,INR,Flash Deal -Limited Time Offer. Price includes 31% discount!;Garden View;Parking;Breakfast;WiFi;Pool Access;Air Conditioning,Available,,Breakfast Included
Lohagarh Fort Resort,"Kukas, Jaipur",8.7,5,637,2025-12-15,Luxury Tent with Outdoor Pool,18623.0,INR,Air Conditioning;Flash Deal -Limited Time Offer. Price includes 31% discount!;Garden View;Parking;Breakfast;WiFi;Pool Access;Wi-Fi [free],Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-16,Double Room,2943.0,INR,Parking;Free Wi-Fi;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-16,Deluxe Premier Twin,2982.0,INR,Parking;Free Wi-Fi;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-16,Deluxe Premier Room,3684.0,INR,Wi-Fi [free];Parking;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-16,Luxury Suite,4990.0,INR,Parking;Breakfast;WiFi;City View;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-16,Junior Suite,5467.0,INR,Parking;Breakfast;WiFi;Minibar;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-16,Deluxe Suite,7154.0,INR,Parking;Breakfast;WiFi;Minibar;Air Conditioning,Available,,Breakfast Included
The Divine Hotel,"Shyam Nagar, Jaipur",7.5,2,377,2025-12-16,Suite 50 m²,1709.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-14,king form just before the payment page,68833.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-14,king Express check-in Free WiFi See details Original Price,68833.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-14,king Bike rental Express check-in Free WiFi See details Original Price,68833.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-14,King Bed Room 43 m²,68833.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-14,Suite 60 m²,73095.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-14,Twin 105 m²,68500.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-14,king bed Recommended Preferred by Couples 10,113093.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-14,Suite 214 m²,400000.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-14,king Express check-in Free WiFi See details,400000.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-14,king bed Sold out at,49890.0,INR,,Available,,
"The Fern Habitat, Jaipur","The Fern Habitat, Jaipur",7.7,4,547,2025-12-15,Premium Room,,INR,Breakfast;City View;Air Conditioning;Parking,Not Available,Free Cancellation,Breakfast Included
"The Fern Habitat, Jaipur","The Fern Habitat, Jaipur",7.7,4,547,2025-12-15,Superior Room,,INR,Breakfast;Air Conditioning;Parking,Not Available,Free Cancellation,
Umaid Mahal - A Heritage Style Boutique Hotel,"Bani Park, Jaipur",8.5,4,2666,2025-12-15,king Express check-in Free WiFi See details Original Price,6933.0,INR,,Available,,
Umaid Mahal - A Heritage Style Boutique Hotel,"Bani Park, Jaipur",8.5,4,2666,2025-12-15,king Express check-in Free WiFi See details,7203.0,INR,,Available,,
Hotel Meenakshi Palace,"Bani Park, Jaipur",7.0,3,23,2025-12-17,Triple Room,1193.0,INR,Breakfast;City View;Air Conditioning;WiFi,Available,Free Cancellation,Breakfast Included
Hotel Magenta,"Bani Park, Jaipur",7.1,4,613,2025-12-12,No Rooms Found,,INR,,Not Available,,
Leisure Inn Grand Chanakya,"Ashok Nagar, Jaipur",7.6,5,1420,2025-12-15,Standard Room,,INR,,Not Available,,
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-18,Premium,5341.0,INR,Parking;Breakfast;WiFi;Spa Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-18,Luxury Cottage,6988.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-18,Deluxe Double Room with Balcony,9000.0,INR,Parking;Breakfast;WiFi;Balcony;Spa Access;Air Conditioning,Available,,Breakfast Included
